1.224,0,1,1
9.199,0.1,192,1.11
55.295,0.2,384,1.25
84.799,0.3,576,1.43
112.127,0.4,768,1.67
137.343,0.5,960,2
150.143,0.55,1056,2.22
163.327,0.6,1153,2.5
177.407,0.65,1248,2.86
192.255,0.7,1344,3.33
207.359,0.75,1440,4
215.295,0.775,1488,4.44
226.431,0.8,1536,5
237.183,0.825,1584,5.71
246.911,0.85,1632,6.67
260.479,0.875,1680,8
266.495,0.8875,1707,8.89
274.687,0.9,1730,10
281.087,0.9125,1752,11.43
291.071,0.925,1776,13.33
303.615,0.9375,1800,16
308.479,0.94375,1812,17.78
315.135,0.95,1824,20
327.167,0.95625,1836,22.86
339.711,0.9625,1849,26.67
354.303,0.96875,1860,32
360.703,0.971875,1866,35.56
365.567,0.975,1872,40
370.175,0.978125,1878,45.71
377.855,0.98125,1884,53.33
385.023,0.984375,1890,64
390.911,0.985938,1893,71.11
391.679,0.9875,1896,80
393.983,0.989062,1899,91.43
403.455,0.990625,1902,106.67
410.367,0.992188,1905,128
412.671,0.992969,1907,142.22
414.975,0.99375,1908,160
417.023,0.994531,1910,182.86
421.887,0.995313,1911,213.33
437.503,0.996094,1913,256
440.063,0.996484,1915,284.44
440.063,0.996875,1915,320
440.063,0.997266,1915,365.71
449.023,0.997656,1916,426.67
457.471,0.998047,1917,512
457.471,0.998242,1917,568.89
457.471,0.998437,1917,640
470.271,0.998633,1918,731.43
470.271,0.998828,1918,853.33
493.311,0.999023,1919,1024
493.311,0.999121,1919,1137.78
493.311,0.999219,1919,1280
493.311,0.999316,1919,1462.86
493.311,0.999414,1919,1706.67
496.127,0.999512,1920,2048
