205.567,0,1,1
211.071,0.1,193,1.11
212.991,0.2,394,1.25
215.039,0.3,585,1.43
217.983,0.4,774,1.67
383.743,0.5,963,2
387.839,0.55,1066,2.22
389.887,0.6,1166,2.5
391.423,0.65,1249,2.86
393.471,0.7,1346,3.33
395.519,0.75,1444,4
397.311,0.775,1490,4.44
399.359,0.8,1537,5
402.175,0.825,1587,5.71
563.711,0.85,1637,6.67
566.271,0.875,1686,8
567.807,0.8875,1713,8.89
569.343,0.9,1733,10
570.367,0.9125,1758,11.43
571.391,0.925,1783,13.33
572.415,0.9375,1800,16
572.927,0.94375,1815,17.78
573.439,0.95,1825,20
574.463,0.95625,1845,22.86
574.975,0.9625,1849,26.67
576.511,0.96875,1867,32
576.511,0.971875,1867,35.56
577.023,0.975,1872,40
577.535,0.978125,1882,45.71
578.047,0.98125,1892,53.33
578.047,0.984375,1892,64
579.071,0.985938,1896,71.11
579.071,0.9875,1896,80
579.583,0.989062,1899,91.43
580.095,0.990625,1902,106.67
581.631,0.992188,1906,128
582.143,0.992969,1911,142.22
582.143,0.99375,1911,160
582.143,0.994531,1911,182.86
582.143,0.995313,1911,213.33
589.311,0.996094,1914,256
589.311,0.996484,1914,284.44
589.311,0.996875,1914,320
589.823,0.997266,1916,365.71
589.823,0.997656,1916,426.67
590.847,0.998047,1918,512
590.847,0.998242,1918,568.89
590.847,0.998437,1918,640
590.847,0.998633,1918,731.43
590.847,0.998828,1918,853.33
594.943,0.999023,1919,1024
594.943,0.999121,1919,1137.78
594.943,0.999219,1919,1280
594.943,0.999316,1919,1462.86
594.943,0.999414,1919,1706.67
595.455,0.999512,1920,2048
